character_wise,76,gru,Adam,True,256,1,0,0,0.01,16,0.544,{'3x^2 - y^3 = C': 'y = \\ ,,, \\ , \\ , \\ , ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x=y^{2}(\\ln y + C)': 'y = \\ , \\ f r a c { 1 } { 2 } } { 2 } } \\ , \\ , \\ ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = \\ , \\ f r a c { 1 } { 2 } } { 2 } } \\ , \\ , \\ ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = \\ , \\ f r a c { 1 } { 2 } } { 2 } } \\ , \\ ," \\ '}"";6.364363014698029;0.48205075711011885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,19,0.544,{'3x^2 - y^3 = C': 'y = x ^ { 2 } + C _ { 2 } \\ ,,, \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x=y^{2}(\\ln y + C)': 'y = x ^ { 2 } + C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = x ^ { 2 } + C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = x ^ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ," '}"";6.141823470592499;0.47337943961222967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,12,0.543,{'3x^2 - y^3 = C': 'y = C _ { 2 } \\ ,,, 'y=x\x07rcsin(C x)': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x=y^{2}(\\ln y + C)': 'y = x ^ { 2 } + C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = x ^ { 2 } + C _ { 2 } \\ , \\ , \\ , \\ , \\ , \\ ," '}"";5.931339681148529;0.46708533267180125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,13,0.543,{'3x^2 - y^3 = C': 'C _ { { { { } } } } } } } } } } } } } } } } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,21,0.543,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { } } { { } } } { { } } } } { } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,128,0.25,0.001,24,0.543,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { { x } + C _ { { } e ^ { { x } + C ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,2,128,0,0.01,11,0.542,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - x } + C _ { 2 } e ^ { - x } + C ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,20,0.541,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - x } + C _ { 2 } e ^ { - x } + C ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,0,0.25,0.001,17,0.541,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - x } + C _ { 2 } e ^ { - x } + C ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,2,0,0.25,0.01,25,0.54,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - x } + C _ { 2 } e ^ { - x x } + ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,0,0,0.001,17,0.538,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - x } + C _ { 2 } e ^ { - x x } + ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,22,0.537,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,0,0,0.001,16,0.537,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,128,0.25,0.001,20,0.536,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,0,0,0.001,14,0.536,{'3x^2 - y^3 = C': 'y = = C _ { 2 } + C _ { 2 } e ^ { - x } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,2,128,0,0.01,10,0.535,{'3x^2 - y^3 = C': 'y = = C _ { 2 } + C _ { 2 } e ^ { - x } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,2,128,0,0.01,12,0.535,{'3x^2 - y^3 = C': 'y = C _ { 2 } + C _ { 2 } e ^ { - 2 x } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,1,0,0,0.01,11,0.535,{'3x^2 - y^3 = C': 'y = C _ { 2 } \\ C _ { 2 } \\ \\ a a c { x } { 2 } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,gru,Adam,True,256,4,128,0.25,0.001,23,0.535,{'3x^2 - y^3 = C': 'y = C _ { 2 } + C _ { 2 } e ^ { - x } + C _ { 2 } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
